asset_id,name,category,deliverable_type,phase,game_id,baseline,status,integration_status,dependencies,required_variants,acceptance_brief,source_path,output_path,provenance,review_evidence
components.ground.artillery_loader.v1,Loading and stowage fittings,Ground components,component_kit,P1,artillery_loader,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 1 component/platform pairs in the `artillery_loader` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 1 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
components.ground.radar.v1,Search and tracking arrays,Ground components,component_kit,P1,radar,Existing slot; geometry refinement required,reviewed,integrated,P0 pipeline,Every implemented choice in this slot; LOD0/1/2; no invented stats,"Enumerate every compatible component ID from actual registry; maintain per-platform legality, part metadata and pivots.",spheres-web/ui/equipment-mesh.js,runtime only; GLB via tools/ui/build_equipment_models.cjs,,"2026-09-07 ledger correction: this was built and measured earlier and the row was stale. 1 component/platform pairs in the `radar` slot, enumerated from equipment_specs.rs and equipment_ground.rs on every platform that legally fields them under component_compatible: 1 distinct, 0 weak, 0 absent. Every pair carries its change at LOD1. All 9 platforms build LOD0/1/2 with identical part counts, so slot+ordinal identity survives the LOD swap and picking with it. Regenerate and verify: node tools/ui/build_component_coverage.cjs --check, which tools/ui/check_equipment_mesh.cjs runs. Table: docs/art/COMPONENT_COVERAGE.md."
construction.infrastructure.v1,"Road, bridge and utility corridor",Construction,facility_assembly,P2,infrastructure,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.civilian_industry.v1,Civilian factory compound,Construction,facility_assembly,P2,civilian_industry,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.power_grid.v1,Power substation and transmission yard,Construction,facility_assembly,P2,power_grid,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.research_center.v1,Research campus,Construction,facility_assembly,P2,research_center,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.arms_plant.v1,Arms assembly plant,Construction,facility_assembly,P0,arms_plant,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative industrial scenery; no sourced building, no fabricated capacity.","13f7de7. 5 stages bound to recorded progress_days/total_days (0/.12/.34/.62/1.0), never wall-clock. LOD0 2,274-6,356 tri, LOD1 204-482, all 650 kind/stage/level/lod configs in budget. Verified live in a Japan campaign: card went blocked->building on funding and the stage id followed. Checks: check_site_mesh.cjs (12)."
construction.machinery_works.v1,Machinery works,Construction,facility_assembly,P2,machinery_works,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.generation.v1,Power generation compound,Construction,facility_assembly,P2,generation,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.processing_plant.v1,Processing plant,Construction,facility_assembly,P2,processing_plant,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.freight_terminal.v1,Freight interchange terminal,Construction,facility_assembly,P2,freight_terminal,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.warehouse.v1,Warehouse compound,Construction,facility_assembly,P2,warehouse,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.automation.v1,Automation retrofit kit,Construction,retrofit_kit,P2,automation,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Installation stages and completed upgrade,Bind appearance to actual work and level; no fictional capacity; retrofit host facility rather than duplicate it.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.efficiency.v1,Efficiency retrofit kit,Construction,retrofit_kit,P2,efficiency,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Installation stages and completed upgrade,Bind appearance to actual work and level; no fictional capacity; retrofit host facility rather than duplicate it.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
construction.starter_industry.v1,Starter workshop compound,Construction,facility_assembly,P2,starter_industry,Game project exists; new 3D asset planned,reviewed,integrated,P0 pipeline,Site/foundation/frame/enclosed/complete; paused overlay; level expansion,Five work stages; reusable yard; meaningful level expansion; project pin connects to actual province record.,spheres-web/ui/site-mesh.js,runtime only - no GLB exporter for site meshes yet,"Original game art. Representative facilities; no sourced building, no fabricated capacity. generation is deliberately generic and a check enforces it names no technology.","006d7c2. Own composition across five stages bound to recorded progress; placeholders 12/13 -> 0/13, asserted as a pinned set. LOD0 7,250-39,302 (ceiling 40,000), map 164-756 (hard 100..800). Retrofits keep their host vertex-identical across stages. NOT LOOKED AT beyond the review bench: interpenetration is unverified."
support.logistics.v1,Logistics truck,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.fuel.v1,Fuel truck,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.recovery.v1,Armored recovery vehicle,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.engineer.v1,Combat engineer vehicle,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.bridge.v1,Bridge layer,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.command.v1,Command vehicle,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.ambulance.v1,Field ambulance,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.missile.v1,Missile carrier,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.radar.v1,Radar carrier,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.rocket.v1,Multiple-launch rocket vehicle,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.towed_artillery.v1,Towed artillery,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
support.unmanned.v1,Unmanned ground scout,Future ground support,base_asset,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Original distinct exterior silhouette; reusable chassis/sockets; visual-only until gameplay support exists.,,,,
air.light_fighter.v1,Light fighter,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.multirole.v1,Twin-engine multirole aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.stealth_fighter.v1,Stealth fighter,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.interceptor.v1,Interceptor,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.close_support.v1,Close-air-support aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.bomber.v1,Strategic bomber,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.flying_wing.v1,Flying-wing bomber,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.transport.v1,Military transport aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.tanker.v1,Aerial tanker,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.early_warning.v1,Airborne early-warning aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.electronic.v1,Electronic warfare aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.maritime.v1,Maritime patrol aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.trainer.v1,Trainer aircraft,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.scout_drone.v1,Scout drone,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.armed_drone.v1,Armed drone,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.stealth_drone.v1,Stealth drone,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.attack_helicopter.v1,Attack helicopter,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.utility_helicopter.v1,Utility helicopter,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
air.heavy_helicopter.v1,Heavy-lift helicopter,Future air designer,modular_platform,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Distinct fuselage; future compatible module sockets; gear contact points; retain static-only status until designer implementation.,,,,
components.air.wings.v1,Wings and control surfaces,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.tails.v1,Tail assemblies,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.engines.v1,"Engines, intakes and nacelles",Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.gear.v1,Landing gear,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.cockpit.v1,Cockpit and canopy,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.sensors.v1,Nose sensors and avionics representation,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.pylons.v1,Pylons and external store adapters,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.stores.v1,External stores and tanks,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.countermeasures.v1,Countermeasure fittings,Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
components.air.rotors.v1,"Rotor, hub and tail assemblies",Air components,component_kit,P4,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Document compatible families and pivot/socket metadata; no universal mix-and-match promise.,,,,
naval.patrol.v1,Patrol boat,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.missile_boat.v1,Missile boat,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.corvette.v1,Corvette,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.frigate.v1,Frigate,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.destroyer.v1,Destroyer,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.cruiser.v1,Cruiser,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.carrier.v1,Aircraft carrier,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.amphibious.v1,Helicopter/amphibious ship,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.landing.v1,Landing craft,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.conventional_sub.v1,Conventional submarine,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.attack_sub.v1,Nuclear attack submarine,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.strategic_sub.v1,Strategic submarine,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.replenishment.v1,Fleet replenishment ship,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
naval.mine_countermeasure.v1,Mine-countermeasure vessel,Future naval designer,modular_platform,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Recognizable class silhouette; waterline root; authored deck sockets; future rules explicit.,,,,
components.naval.bridge.v1,Bridge and superstructure,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.mast.v1,Masts and sensor arrays,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.funnel.v1,Funnels and propulsion fittings,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.deck_mount.v1,Deck weapon and defense mounts,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.launch.v1,Closed launch-module visuals,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.hangar.v1,Hangars and flight decks,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.boats.v1,Ship boats and davits,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
components.naval.deck_props.v1,Carrier aircraft and deck service props,Naval components,component_kit,P5,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,Reusable fittings with class-specific placement and no clipping; preserve waterline scale.,,,,
personnel.human.v1,Strategy-scale human base rig,Infantry and abstract systems,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,"Readable external gear; shared low-detail rig; standing/walking/carrying/idle; representative scale, no literal formation count.",,,,
personnel.gear.v1,"Uniform, helmet, pack and radio kit",Infantry and abstract systems,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,"Readable external gear; shared low-detail rig; standing/walking/carrying/idle; representative scale, no literal formation count.",,,,
personnel.field_team.v1,Infantry representative diorama,Infantry and abstract systems,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,"Readable external gear; shared low-detail rig; standing/walking/carrying/idle; representative scale, no literal formation count.",,,,
personnel.mechanized.v1,Mechanized formation diorama,Infantry and abstract systems,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,"Readable external gear; shared low-detail rig; standing/walking/carrying/idle; representative scale, no literal formation count.",,,,
personnel.command.v1,Field command and network terminals,Infantry and abstract systems,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,"Readable external gear; shared low-detail rig; standing/walking/carrying/idle; representative scale, no literal formation count.",,,,
personnel.maintenance.v1,Civilian and military maintenance crew,Infantry and abstract systems,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,"Readable external gear; shared low-detail rig; standing/walking/carrying/idle; representative scale, no literal formation count.",,,,
ordnance.canisters.v1,Storage and transport canisters,Missile support,assembly_kit,P6,visual_only,Proposed,planned,not_integrated,P0 pipeline,LOD0/1/2; neutral previews; fallback,External visual context for existing catalogue assets; no changes to simulation capability.,,,,
